City Name,Type,Package,Variety,Sub Variety,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Unit of Sale,Repack,Unnamed: 25,mean_price,month,weekday,City Name_encoded,Type_encoded,Package_encoded,Variety_encoded,Sub Variety_encoded,Origin_encoded,Origin District_encoded,Item Size_encoded,Color_encoded,Unit of Sale_encoded,Repack_encoded,Unnamed: 25_encoded
BOSTON,,24 inch bins,FAIRYTALE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,WHITE,,N,,272.5,10,5,2,-1,5,3,-1,9,-1,6,2,-1,1,-1
BOSTON,,24 inch bins,FAIRYTALE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,3,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,FAIRYTALE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,11,5,2,-1,5,3,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,FAIRYTALE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,WHITE,,N,,272.5,11,5,2,-1,5,3,-1,9,-1,6,2,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,9,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel crates,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,12,5,2,-1,1,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,9,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,10,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,11,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,12,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,1 1/9 bushel cartons,PIE TYPE,,15.0,16.0,15.0,15.0,MASSACHUSETTS,,sml,ORANGE,,N,,15.5,12,5,2,-1,0,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,180.0,175.0,175.0,CANADA,ONTARIO,sml,ORANGE,,N,,177.5,9,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,9,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,180.0,175.0,175.0,CANADA,ONTARIO,sml,ORANGE,,N,,177.5,10,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,200.0,200.0,200.0,200.0,MICHIGAN,,sml,ORANGE,,N,,200.0,10,5,2,-1,5,9,-1,11,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,180.0,175.0,175.0,CANADA,ONTARIO,sml,ORANGE,,N,,177.5,10,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,200.0,200.0,200.0,200.0,MICHIGAN,,sml,ORANGE,,N,,200.0,10,5,2,-1,5,9,-1,11,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,180.0,175.0,180.0,CANADA,ONTARIO,sml,ORANGE,,N,,177.5,10,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,190.0,200.0,190.0,200.0,MICHIGAN,,sml,ORANGE,,N,,195.0,10,5,2,-1,5,9,-1,11,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,175.0,175.0,175.0,VERMONT,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,CANADA,ONTARIO,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,150.0,175.0,150.0,160.0,MASSACHUSETTS,,sml,ORANGE,,N,,162.5,10,5,2,-1,5,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,200.0,175.0,175.0,MICHIGAN,,sml,ORANGE,,N,,187.5,10,5,2,-1,5,9,-1,11,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,175.0,175.0,175.0,VERMONT,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,CANADA,ONTARIO,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,2,1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,150.0,175.0,150.0,160.0,MASSACHUSETTS,,sml,ORANGE,,N,,162.5,10,5,2,-1,5,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,200.0,175.0,175.0,MICHIGAN,,sml,ORANGE,,N,,187.5,10,5,2,-1,5,9,-1,11,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,170.0,180.0,175.0,175.0,PENNSYLVANIA,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,175.0,175.0,175.0,175.0,VERMONT,,sml,ORANGE,,N,,175.0,10,5,2,-1,5,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,135.0,150.0,150.0,150.0,PENNSYLVANIA,,med,ORANGE,,N,,142.5,11,5,2,-1,5,9,-1,18,-1,3,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,135.0,150.0,150.0,150.0,PENNSYLVANIA,,med,ORANGE,,N,,142.5,11,5,2,-1,5,9,-1,18,-1,3,0,-1,1,-1
BOSTON,,24 inch bins,PIE TYPE,,135.0,150.0,150.0,150.0,PENNSYLVANIA,,med,ORANGE,,N,,142.5,11,5,2,-1,5,9,-1,18,-1,3,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,210.0,220.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,9,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,275.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,9,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,220.0,220.0,MASSACHUSETTS,,sml,ORANGE,,N,,210.0,9,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,260.0,280.0,270.0,270.0,MICHIGAN,,med-lge,ORANGE,,N,,270.0,9,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,225.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,9,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,180.0,225.0,PENNSYLVANIA,,sml,ORANGE,,N,,202.5,9,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,210.0,220.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,10,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,275.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,10,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,220.0,220.0,MASSACHUSETTS,,sml,ORANGE,,N,,210.0,10,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,280.0,250.0,260.0,MICHIGAN,,med-lge,ORANGE,,N,,265.0,10,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,180.0,180.0,PENNSYLVANIA,,sml,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,210.0,220.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,10,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,275.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,10,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,220.0,220.0,MASSACHUSETTS,,sml,ORANGE,,N,,210.0,10,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,280.0,250.0,260.0,MICHIGAN,,med-lge,ORANGE,,N,,265.0,10,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,180.0,180.0,PENNSYLVANIA,,sml,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,210.0,220.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,10,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,275.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,10,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,220.0,220.0,MASSACHUSETTS,,sml,ORANGE,,N,,210.0,10,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,280.0,250.0,260.0,MICHIGAN,,med-lge,ORANGE,,N,,265.0,10,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,220.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,180.0,180.0,PENNSYLVANIA,,sml,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,220.0,220.0,220.0,220.0,VERMONT,,sml,ORANGE,,N,,220.0,10,5,2,-1,7,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,200.0,200.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,10,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,260.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,10,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,240.0,210.0,210.0,MASSACHUSETTS,,sml,ORANGE,,N,,220.0,10,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,280.0,250.0,255.0,MICHIGAN,,med-lge,ORANGE,,N,,265.0,10,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,210.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,175.0,225.0,175.0,180.0,PENNSYLVANIA,,sml,ORANGE,,N,,200.0,10,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,210.0,VERMONT,,sml,ORANGE,,N,,210.0,10,5,2,-1,7,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,170.0,220.0,200.0,200.0,CANADA,QUEBEC,sml,ORANGE,,N,,195.0,10,5,2,-1,7,9,-1,2,3,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,300.0,260.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,275.0,10,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,240.0,210.0,210.0,MASSACHUSETTS,,sml,ORANGE,,N,,220.0,10,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,250.0,280.0,250.0,255.0,MICHIGAN,,med-lge,ORANGE,,N,,265.0,10,5,2,-1,7,9,-1,11,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,180.0,225.0,200.0,210.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,202.5,10,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,175.0,225.0,175.0,180.0,PENNSYLVANIA,,sml,ORANGE,,N,,200.0,10,5,2,-1,7,9,-1,18,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,210.0,VERMONT,,sml,ORANGE,,N,,210.0,10,5,2,-1,7,9,-1,21,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,240.0,300.0,260.0,275.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,270.0,11,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,190.0,240.0,210.0,210.0,MASSACHUSETTS,,sml,ORANGE,,N,,215.0,11,5,2,-1,7,9,-1,9,-1,5,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,240.0,240.0,240.0,240.0,NEW YORK,,med-lge,ORANGE,,N,,240.0,11,5,2,-1,7,9,-1,15,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,190.0,190.0,190.0,190.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,190.0,11,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,240.0,200.0,220.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,220.0,11,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,240.0,200.0,220.0,NEW YORK,,med-lge,ORANGE,,N,,220.0,11,5,2,-1,7,9,-1,15,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,240.0,200.0,220.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,220.0,11,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,NEW YORK,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,15,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,NEW YORK,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,15,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,220.0,200.0,200.0,PENNSYLVANIA,,med-lge,ORANGE,,N,,210.0,11,5,2,-1,7,9,-1,18,-1,4,0,-1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,300.0,300.0,300.0,300.0,MASSACHUSETTS,,,ORANGE,PER BIN,N,,300.0,9,5,2,-1,7,9,-1,9,-1,-1,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,300.0,300.0,300.0,300.0,MASSACHUSETTS,,,ORANGE,PER BIN,N,,300.0,9,5,2,-1,7,9,-1,9,-1,-1,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,200.0,200.0,200.0,200.0,PENNSYLVANIA,,,ORANGE,PER BIN,N,,200.0,9,5,2,-1,7,9,-1,18,-1,-1,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,9,-1,4,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,6,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,4,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,9,-1,4,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,6,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,4,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,MASSACHUSETTS,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,9,-1,4,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,xlge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,6,0,1,1,-1
BOSTON,,36 inch bins,PIE TYPE,,270.0,300.0,280.0,300.0,PENNSYLVANIA,,med-lge,ORANGE,PER BIN,N,,285.0,9,5,2,-1,7,9,-1,18,-1,4,0,1,1,-1
BOSTON,,bushel cartons,PIE TYPE,,20.0,24.0,24.0,24.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,22.0,9,5,2,-1,13,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,bushel cartons,PIE TYPE,,20.0,24.0,24.0,24.0,MASSACHUSETTS,,med-lge,ORANGE,,N,,22.0,9,5,2,-1,13,9,-1,9,-1,4,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,9,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BLUE TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,11,5,2,-1,5,1,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,9,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,KNUCKLE HEAD,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,11,5,2,-1,5,6,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BIG MACK TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,9,5,2,-1,5,0,-1,9,-1,6,0,-1,1,-1
BOSTON,,24 inch bins,BIG MACK TYPE,,260.0,285.0,285.0,285.0,MASSACHUSETTS,,xlge,ORANGE,,N,,272.5,10,5,2,-1,5,0,-1,9,-1,6,0,-1,1,-1
