City Name,Package,Variety,Origin,Item Size,Date,City Name,Package,Variety,Origin,Item Size,Color,year,month,真实价格,预测价格,误差(预测-真实)
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/22/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,10,32.5,31.91387,-0.5861301422119141
LOS ANGELES,36 inch bins,CINDERELLA,CALIFORNIA,med-lge,9/9/17,7.0,7.0,2.0,1.0,4.0,0.0,2017,9,0.3,2.8436363,2.5436362743377687
LOS ANGELES,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,10/1/16,7.0,5.0,4.0,1.0,2.0,0.0,2016,10,125.0,122.79119,-2.2088088989257812
CHICAGO,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/8/16,3.0,0.0,9.0,17.0,3.0,0.0,2016,10,22.5,18.613775,-3.8862247467041016
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,med-lge,10/22/16,2.0,7.0,4.0,2.0,4.0,0.0,2016,10,150.0,148.97633,-1.0236663818359375
COLUMBIA,24 inch bins,PIE TYPE,NORTH CAROLINA,med,10/8/16,4.0,5.0,9.0,16.0,3.0,0.0,2016,10,250.0,242.621,-7.378997802734375
LOS ANGELES,36 inch bins,HOWDEN WHITE TYPE,CALIFORNIA,med,9/23/17,7.0,7.0,5.0,1.0,3.0,2.0,2017,9,0.5,65.003975,64.50397491455078
BALTIMORE,24 inch bins,BIG MACK TYPE,MARYLAND,jbo,9/23/17,1.0,5.0,0.0,8.0,1.0,2.0,2017,9,50.0,50.323647,0.32364654541015625
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,CALIFORNIA,,10/15/16,11.0,5.0,8.0,1.0,5.0,0.0,2016,10,160.0,159.35367,-0.646331787109375
ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,9/30/16,12.0,5.0,4.0,6.0,2.0,0.0,2016,9,105.0,106.74408,1.74407958984375
BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,jbo,9/16/17,2.0,7.0,0.0,9.0,1.0,0.0,2017,9,212.5,211.16463,-1.3353729248046875
BALTIMORE,1 1/9 bushel cartons,PIE TYPE,DELAWARE,,10/22/16,1.0,0.0,9.0,4.0,5.0,0.0,2016,10,15.0,15.921199,0.921198844909668
CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,10/8/16,3.0,2.0,7.0,11.0,5.0,2.0,2016,10,17.5,17.12669,-0.3733100891113281
BOSTON,1 1/9 bushel crates,PIE TYPE,MASSACHUSETTS,sml,10/15/16,2.0,1.0,9.0,9.0,5.0,0.0,2016,10,15.5,15.011662,-0.4883384704589844
SAN FRANCISCO,35 lb cartons,PIE TYPE,WASHINGTON,,10/15/16,11.0,6.0,9.0,23.0,5.0,0.0,2016,10,29.5,29.5859,0.08589935302734375
BALTIMORE,1 1/9 bushel cartons,PIE TYPE,DELAWARE,,10/29/16,1.0,0.0,9.0,4.0,5.0,0.0,2016,10,15.0,15.921199,0.921198844909668
SAN FRANCISCO,24 inch bins,PIE TYPE,WASHINGTON,,10/29/16,11.0,5.0,9.0,23.0,5.0,0.0,2016,10,350.0,345.7862,-4.21380615234375
COLUMBIA,36 inch bins,PIE TYPE,PENNSYLVANIA,med,10/29/16,4.0,7.0,9.0,18.0,3.0,0.0,2016,10,200.0,206.0588,6.058807373046875
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/2/17,4.0,2.0,7.0,18.0,5.0,2.0,2017,9,17.0,18.106464,1.1064643859863281
CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,11/19/16,3.0,7.0,4.0,6.0,2.0,0.0,2016,11,127.5,123.423546,-4.076454162597656
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,9/23/17,3.0,7.0,4.0,11.0,6.0,0.0,2017,9,170.0,159.98257,-10.017425537109375
NEW YORK,24 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/15/16,9.0,5.0,9.0,18.0,4.0,0.0,2016,10,130.0,133.27475,3.274749755859375
CHICAGO,1 1/9 bushel cartons,PIE TYPE,OHIO,med,11/19/16,3.0,0.0,9.0,17.0,3.0,0.0,2016,11,17.0,20.724077,3.7240772247314453
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,10/22/16,2.0,7.0,9.0,9.0,4.0,0.0,2016,10,275.0,261.75397,-13.24603271484375
BOSTON,bushel cartons,PIE TYPE,MASSACHUSETTS,med-lge,9/30/17,2.0,13.0,9.0,9.0,4.0,0.0,2017,9,22.0,26.701136,4.701135635375977
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,med,9/24/16,5.0,5.0,4.0,20.0,3.0,0.0,2016,9,150.0,147.77353,-2.226470947265625
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,jbo,10/22/16,2.0,7.0,4.0,2.0,1.0,0.0,2016,10,180.0,179.69882,-0.301177978515625
COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,sml,9/23/17,4.0,7.0,4.0,22.0,5.0,0.0,2017,9,130.0,132.01472,2.0147247314453125
ST. LOUIS,1/2 bushel cartons,MINIATURE,MICHIGAN,,9/30/16,12.0,2.0,7.0,11.0,5.0,0.0,2016,9,12.0,11.747622,-0.2523784637451172
NEW YORK,24 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/16/17,9.0,5.0,9.0,18.0,2.0,0.0,2017,9,140.0,143.06302,3.063018798828125
CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,9/16/17,3.0,5.0,5.0,6.0,4.0,2.0,2017,9,200.0,199.51949,-0.4805145263671875
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/22/16,2.0,2.0,7.0,9.0,5.0,0.0,2016,10,16.5,16.665499,0.1654987335205078
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,11/12/16,11.0,2.0,7.0,1.0,5.0,2.0,2016,11,20.0,19.765095,-0.23490524291992188
SAN FRANCISCO,bushel cartons,PIE TYPE,CALIFORNIA,,11/12/16,11.0,13.0,9.0,1.0,5.0,0.0,2016,11,17.0,16.696787,-0.30321311950683594
NEW YORK,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,10/8/16,9.0,7.0,4.0,11.0,6.0,0.0,2016,10,170.0,162.43808,-7.561920166015625
ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,9/28/16,12.0,7.0,4.0,11.0,2.0,0.0,2016,9,125.0,126.21412,1.2141189575195312
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med-lge,11/5/16,2.0,7.0,4.0,9.0,4.0,0.0,2016,11,192.5,190.13644,-2.363555908203125
DALLAS,36 inch bins,CINDERELLA,TEXAS,jbo,10/15/16,5.0,7.0,2.0,20.0,1.0,0.0,2016,10,160.0,159.56274,-0.437255859375
SAN FRANCISCO,35 lb cartons,PIE TYPE,CALIFORNIA,,11/5/16,11.0,6.0,9.0,1.0,5.0,0.0,2016,11,26.25,23.838509,-2.4114913940429688
COLUMBIA,24 inch bins,HOWDEN WHITE TYPE,PENNSYLVANIA,sml,9/2/17,4.0,5.0,5.0,18.0,5.0,2.0,2017,9,200.0,203.8028,3.80279541015625
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/1/16,4.0,2.0,7.0,18.0,5.0,0.0,2016,10,18.0,17.2447,-0.7553005218505859
LOS ANGELES,36 inch bins,HOWDEN TYPE,CALIFORNIA,med,9/30/17,7.0,7.0,4.0,1.0,3.0,0.0,2017,9,235.0,212.13406,-22.865936279296875
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,xlge,10/29/16,0.0,5.0,4.0,11.0,6.0,0.0,2016,10,149.875,149.71783,-0.15716552734375
CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,11/5/16,3.0,7.0,4.0,6.0,2.0,0.0,2016,11,127.5,123.423546,-4.076454162597656
SAN FRANCISCO,bushel baskets,MINIATURE,CALIFORNIA,,10/8/16,11.0,12.0,7.0,1.0,5.0,0.0,2016,10,36.5,44.357258,7.857257843017578
BALTIMORE,1 1/9 bushel cartons,PIE TYPE,PENNSYLVANIA,,10/29/16,1.0,0.0,9.0,18.0,5.0,0.0,2016,10,17.0,19.034245,2.0342445373535156
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,10/29/16,9.0,2.0,7.0,17.0,5.0,2.0,2016,10,18.0,18.90569,0.9056892395019531
ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,9/30/16,12.0,5.0,4.0,6.0,6.0,0.0,2016,9,105.0,104.37709,-0.6229095458984375
BOSTON,36 inch bins,PIE TYPE,CANADA,sml,10/29/16,2.0,7.0,9.0,2.0,5.0,0.0,2016,10,195.0,193.83328,-1.166717529296875
BALTIMORE,24 inch bins,FAIRYTALE,MARYLAND,xlge,9/24/16,1.0,5.0,3.0,8.0,6.0,0.0,2016,9,255.0,249.59006,-5.409942626953125
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,lge,9/16/17,5.0,5.0,4.0,20.0,2.0,0.0,2017,9,160.0,175.64917,15.649169921875
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,lge,9/24/16,2.0,7.0,4.0,9.0,2.0,0.0,2016,9,202.5,198.08093,-4.4190673828125
BALTIMORE,24 inch bins,BIG MACK TYPE,MARYLAND,jbo,10/22/16,1.0,5.0,0.0,8.0,1.0,2.0,2016,10,55.0,55.154274,0.15427398681640625
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,10/8/16,4.0,7.0,4.0,18.0,1.0,0.0,2016,10,165.0,172.46938,7.4693756103515625
LOS ANGELES,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,11/5/16,7.0,5.0,4.0,1.0,2.0,0.0,2016,11,85.0,81.949844,-3.0501556396484375
DETROIT,24 inch bins,PIE TYPE,MICHIGAN,sml,10/22/16,6.0,5.0,9.0,11.0,5.0,0.0,2016,10,150.0,156.38396,6.3839569091796875
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,sml,10/22/16,0.0,5.0,4.0,11.0,5.0,0.0,2016,10,150.0,149.96927,-0.030731201171875
CHICAGO,36 inch bins,FAIRYTALE,ILLINOIS,med,10/29/16,3.0,7.0,3.0,6.0,3.0,0.0,2016,10,200.0,195.88333,-4.116668701171875
PHILADELPHIA,24 inch bins,PIE TYPE,PENNSYLVANIA,sml,10/29/16,10.0,5.0,9.0,18.0,5.0,0.0,2016,10,87.5,98.974945,11.474945068359375
BALTIMORE,36 inch bins,HOWDEN TYPE,MARYLAND,sml,10/29/16,1.0,7.0,4.0,8.0,5.0,0.0,2016,10,130.0,142.64796,12.647964477539062
BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,med,11/19/16,2.0,5.0,9.0,18.0,3.0,0.0,2016,11,142.5,147.52846,5.0284576416015625
NEW YORK,1 1/9 bushel cartons,PIE TYPE,OHIO,med,9/24/16,9.0,0.0,9.0,17.0,3.0,0.0,2016,9,17.0,18.617575,1.617574691772461
BOSTON,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,10/15/16,2.0,7.0,4.0,18.0,2.0,0.0,2016,10,150.0,150.91144,0.91143798828125
ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,9/29/16,12.0,7.0,4.0,6.0,2.0,0.0,2016,9,135.0,132.24135,-2.7586517333984375
BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,9/24/16,2.0,7.0,9.0,11.0,4.0,0.0,2016,9,270.0,260.97827,-9.021728515625
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,med-lge,9/30/17,5.0,5.0,4.0,20.0,4.0,0.0,2017,9,142.5,143.11084,0.61083984375
PHILADELPHIA,1 1/9 bushel cartons,PIE TYPE,OHIO,med,9/16/17,10.0,0.0,9.0,17.0,3.0,0.0,2017,9,18.0,16.981182,-1.0188179016113281
BALTIMORE,24 inch bins,CINDERELLA,,xlge,6/17/17,1.0,5.0,2.0,18.0,6.0,0.0,2017,6,380.0,378.99765,-1.002349853515625
CHICAGO,36 inch bins,PIE TYPE,INDIANA,med-lge,9/23/17,3.0,7.0,9.0,7.0,4.0,0.0,2017,9,207.5,204.16484,-3.3351593017578125
CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,10/15/16,3.0,2.0,7.0,17.0,5.0,2.0,2016,10,17.5,16.02045,-1.4795494079589844
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,lge,9/24/16,2.0,7.0,4.0,2.0,2.0,0.0,2016,9,170.0,168.65027,-1.3497314453125
DALLAS,24 inch bins,FAIRYTALE,TEXAS,jbo,11/5/16,5.0,5.0,3.0,20.0,1.0,0.0,2016,11,200.0,191.61954,-8.380462646484375
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,lge,11/5/16,2.0,7.0,4.0,9.0,2.0,0.0,2016,11,197.5,189.54909,-7.9509124755859375
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,11/5/16,2.0,2.0,7.0,9.0,5.0,2.0,2016,11,16.5,15.988013,-0.5119867324829102
ST. LOUIS,24 inch bins,PIE TYPE,ILLINOIS,,9/29/16,12.0,5.0,9.0,6.0,5.0,0.0,2016,9,175.0,177.11157,2.111572265625
CHICAGO,36 inch bins,HOWDEN TYPE,OHIO,xlge,11/19/16,3.0,7.0,4.0,17.0,6.0,0.0,2016,11,60.0,58.965137,-1.0348625183105469
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/29/16,11.0,8.0,7.0,1.0,5.0,2.0,2016,10,30.0,31.95643,1.956430435180664
BOSTON,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,9/30/17,2.0,7.0,4.0,11.0,2.0,0.0,2017,9,187.5,184.64279,-2.857208251953125
BALTIMORE,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/23/17,1.0,2.0,7.0,18.0,5.0,0.0,2017,9,18.0,17.289007,-0.7109928131103516
BOSTON,1/2 bushel cartons,FAIRYTALE,MASSACHUSETTS,sml,10/22/16,2.0,2.0,3.0,9.0,5.0,0.0,2016,10,15.5,16.349525,0.8495254516601562
BALTIMORE,1 1/9 bushel cartons,PIE TYPE,PENNSYLVANIA,,10/22/16,1.0,0.0,9.0,18.0,5.0,0.0,2016,10,17.75,19.034245,1.2842445373535156
BALTIMORE,50 lb sacks,CINDERELLA,COSTA RICA,lge,8/26/17,1.0,10.0,2.0,3.0,2.0,0.0,2017,8,28.5,28.251112,-0.2488880157470703
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,11/12/16,2.0,7.0,9.0,9.0,4.0,0.0,2016,11,220.0,221.15808,1.1580810546875
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,med-lge,9/24/16,0.0,5.0,4.0,11.0,4.0,0.0,2016,9,152.375,152.49849,0.1234893798828125
COLUMBIA,bushel cartons,MINIATURE,PENNSYLVANIA,lge,10/8/16,4.0,13.0,7.0,18.0,2.0,0.0,2016,10,30.0,29.769762,-0.2302379608154297
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,10/15/16,9.0,2.0,7.0,17.0,5.0,0.0,2016,10,16.5,16.521551,0.021551132202148438
COLUMBIA,bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/8/16,4.0,13.0,7.0,18.0,5.0,2.0,2016,10,28.0,29.693747,1.693746566772461
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,CALIFORNIA,,10/1/16,11.0,5.0,4.0,1.0,5.0,0.0,2016,10,155.0,139.53146,-15.468536376953125
BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,10/8/16,2.0,5.0,6.0,9.0,6.0,0.0,2016,10,272.5,272.326,-0.17401123046875
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,sml,10/29/16,0.0,5.0,4.0,11.0,5.0,0.0,2016,10,150.0,149.96927,-0.030731201171875
COLUMBIA,24 inch bins,MIXED HEIRLOOM VARIETIES,PENNSYLVANIA,,9/16/17,4.0,5.0,8.0,18.0,5.0,0.0,2017,9,200.0,204.97726,4.977264404296875
COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,9/24/16,4.0,7.0,4.0,16.0,3.0,0.0,2016,9,140.0,146.8747,6.87469482421875
ST. LOUIS,36 inch bins,PIE TYPE,ILLINOIS,,9/26/16,12.0,7.0,9.0,6.0,5.0,0.0,2016,9,275.0,248.3538,-26.646194458007812
BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,xlge,9/30/17,2.0,7.0,0.0,9.0,6.0,0.0,2017,9,187.5,187.8263,0.3262939453125
BOSTON,24 inch bins,CINDERELLA,MASSACHUSETTS,xlge,10/8/16,2.0,5.0,2.0,9.0,6.0,2.0,2016,10,272.5,271.8692,-0.63079833984375
DALLAS,36 inch bins,HOWDEN TYPE,TEXAS,jbo,10/15/16,5.0,7.0,4.0,20.0,1.0,0.0,2016,10,160.0,150.35924,-9.640762329101562
ST. LOUIS,24 inch bins,MIXED HEIRLOOM VARIETIES,ILLINOIS,,9/30/16,12.0,5.0,8.0,6.0,5.0,0.0,2016,9,100.0,101.047585,1.0475845336914062
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,5/6/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,5,217.5,223.02412,5.5241241455078125
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,jbo,9/23/17,4.0,7.0,4.0,18.0,1.0,0.0,2017,9,150.0,156.1584,6.1584014892578125
COLUMBIA,24 inch bins,KNUCKLE HEAD,NORTH CAROLINA,med,10/8/16,4.0,5.0,6.0,16.0,3.0,0.0,2016,10,170.0,162.66444,-7.3355560302734375
CHICAGO,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,med-lge,9/9/17,3.0,5.0,5.0,6.0,4.0,2.0,2017,9,200.0,199.51949,-0.4805145263671875
ST. LOUIS,1/2 bushel cartons,MINIATURE,CANADA,,9/26/16,12.0,2.0,7.0,2.0,5.0,0.0,2016,9,15.0,14.795371,-0.20462894439697266
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,sml,10/1/16,2.0,7.0,4.0,9.0,5.0,0.0,2016,10,202.5,192.57657,-9.923431396484375
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,9/24/16,4.0,7.0,4.0,18.0,6.0,0.0,2016,9,150.0,149.22559,-0.7744140625
SAN FRANCISCO,36 inch bins,MIXED HEIRLOOM VARIETIES,CALIFORNIA,,9/30/17,11.0,7.0,8.0,1.0,5.0,0.0,2017,9,200.0,202.89703,2.89703369140625
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,med,10/29/16,2.0,7.0,4.0,2.0,3.0,0.0,2016,10,150.0,153.12596,3.1259613037109375
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/1/16,2.0,7.0,9.0,18.0,4.0,0.0,2016,10,202.5,209.82727,7.3272705078125
ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,9/29/16,12.0,5.0,4.0,6.0,2.0,0.0,2016,9,105.0,106.74408,1.74407958984375
NEW YORK,36 inch bins,PIE TYPE,PENNSYLVANIA,lge,9/23/17,9.0,7.0,9.0,18.0,2.0,0.0,2017,9,200.0,217.4384,17.438400268554688
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,xlge,10/29/16,2.0,7.0,4.0,2.0,6.0,0.0,2016,10,175.0,177.87106,2.871063232421875
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,9/24/16,2.0,7.0,9.0,18.0,5.0,0.0,2016,9,202.5,206.72571,4.2257080078125
BOSTON,24 inch bins,FAIRYTALE,MASSACHUSETTS,xlge,10/15/16,2.0,5.0,3.0,9.0,6.0,0.0,2016,10,272.5,273.22714,0.727142333984375
CHICAGO,24 inch bins,HOWDEN TYPE,CANADA,lge,9/30/17,3.0,5.0,4.0,2.0,2.0,0.0,2017,9,212.5,213.10692,0.6069183349609375
CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,9/24/16,3.0,2.0,7.0,17.0,5.0,2.0,2016,9,17.5,17.698875,0.19887542724609375
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,jbo,11/5/16,0.0,5.0,4.0,11.0,1.0,0.0,2016,11,147.375,145.73119,-1.6438140869140625
ST. LOUIS,36 inch bins,PIE TYPE,ILLINOIS,,9/30/16,12.0,7.0,9.0,6.0,5.0,0.0,2016,9,150.0,248.3538,98.35380554199219
CHICAGO,36 inch bins,FAIRYTALE,ILLINOIS,med,11/19/16,3.0,7.0,3.0,6.0,3.0,0.0,2016,11,185.0,187.08278,2.0827789306640625
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,6/24/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,6,225.0,225.47017,0.4701690673828125
COLUMBIA,24 inch bins,FAIRYTALE,NORTH CAROLINA,med,10/15/16,4.0,5.0,3.0,16.0,3.0,0.0,2016,10,170.0,171.03648,1.0364837646484375
CHICAGO,36 inch bins,MIXED HEIRLOOM VARIETIES,ILLINOIS,lge,10/1/16,3.0,7.0,8.0,6.0,2.0,0.0,2016,10,200.0,189.15833,-10.8416748046875
PHILADELPHIA,36 inch bins,HOWDEN TYPE,NEW JERSEY,med-lge,10/29/16,10.0,7.0,4.0,13.0,4.0,0.0,2016,10,135.0,137.47588,2.4758758544921875
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,xlge,10/22/16,2.0,7.0,4.0,9.0,6.0,0.0,2016,10,202.5,203.27562,0.7756195068359375
NEW YORK,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/15/16,9.0,0.0,9.0,17.0,3.0,0.0,2016,10,17.0,17.571915,0.5719146728515625
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/29/16,2.0,7.0,9.0,18.0,4.0,0.0,2016,10,202.5,209.82727,7.3272705078125
NEW YORK,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/1/16,9.0,7.0,4.0,11.0,2.0,0.0,2016,10,160.0,165.45955,5.4595489501953125
COLUMBIA,24 inch bins,PIE TYPE,NORTH CAROLINA,med,10/1/16,4.0,5.0,9.0,16.0,3.0,0.0,2016,10,250.0,242.621,-7.378997802734375
BOSTON,1 1/9 bushel crates,PIE TYPE,MASSACHUSETTS,sml,9/24/16,2.0,1.0,9.0,9.0,5.0,0.0,2016,9,15.5,15.04993,-0.4500703811645508
PHILADELPHIA,24 inch bins,PIE TYPE,PENNSYLVANIA,med,10/1/16,10.0,5.0,9.0,18.0,3.0,0.0,2016,10,250.0,177.56866,-72.43133544921875
COLUMBIA,24 inch bins,BLUE TYPE,NORTH CAROLINA,med,9/24/16,4.0,5.0,1.0,16.0,3.0,0.0,2016,9,200.0,196.34496,-3.6550445556640625
BALTIMORE,1/2 bushel cartons,MINIATURE,MARYLAND,sml,10/1/16,1.0,2.0,7.0,8.0,5.0,2.0,2016,10,15.0,15.306074,0.3060741424560547
COLUMBIA,bushel cartons,PIE TYPE,MICHIGAN,med-lge,10/29/16,4.0,13.0,9.0,11.0,4.0,0.0,2016,10,19.0,19.273727,0.2737274169921875
COLUMBIA,24 inch bins,HOWDEN TYPE,NORTH CAROLINA,med,10/15/16,4.0,5.0,4.0,16.0,3.0,0.0,2016,10,120.0,132.15791,12.157913208007812
BOSTON,24 inch bins,CINDERELLA,MASSACHUSETTS,xlge,11/5/16,2.0,5.0,2.0,9.0,6.0,0.0,2016,11,272.5,270.93353,-1.56646728515625
DALLAS,each,BIG MACK TYPE,TEXAS,exjbo,9/23/17,5.0,14.0,0.0,20.0,0.0,0.0,2017,9,60.0,60.064533,0.06453323364257812
CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,10/15/16,3.0,2.0,7.0,11.0,5.0,2.0,2016,10,17.5,17.12669,-0.3733100891113281
ST. LOUIS,24 inch bins,PIE TYPE,ILLINOIS,,9/30/16,12.0,5.0,9.0,6.0,5.0,0.0,2016,9,175.0,177.11157,2.111572265625
ATLANTA,1 1/9 bushel cartons,MINIATURE,TENNESSEE,,9/30/17,0.0,0.0,7.0,19.0,5.0,0.0,2017,9,17.25,15.921222,-1.3287782669067383
COLUMBIA,24 inch bins,KNUCKLE HEAD,PENNSYLVANIA,med,10/29/16,4.0,5.0,6.0,18.0,3.0,0.0,2016,10,125.0,134.84245,9.842453002929688
BALTIMORE,1/2 bushel cartons,MINIATURE,MARYLAND,sml,10/29/16,1.0,2.0,7.0,8.0,5.0,2.0,2016,10,16.0,15.306074,-0.6939258575439453
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,CALIFORNIA,xlge,9/9/17,11.0,7.0,4.0,1.0,6.0,0.0,2017,9,140.0,157.15178,17.151779174804688
NEW YORK,36 inch bins,HOWDEN TYPE,NEW JERSEY,xlge,9/30/17,9.0,7.0,4.0,13.0,6.0,0.0,2017,9,140.0,144.17691,4.176910400390625
DALLAS,20 lb cartons,PIE TYPE,MISSOURI,lge,10/8/16,5.0,3.0,9.0,12.0,2.0,0.0,2016,10,20.5,20.44445,-0.05554962158203125
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,11/5/16,11.0,2.0,7.0,1.0,5.0,0.0,2016,11,20.0,19.464724,-0.5352764129638672
LOS ANGELES,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,10/15/16,7.0,5.0,4.0,1.0,2.0,0.0,2016,10,125.0,122.79119,-2.2088088989257812
CHICAGO,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,9/30/17,3.0,0.0,9.0,11.0,3.0,0.0,2017,9,18.0,15.237397,-2.7626028060913086
LOS ANGELES,35 lb cartons,PIE TYPE,CALIFORNIA,,9/23/17,7.0,6.0,9.0,1.0,5.0,0.0,2017,9,30.0,31.858236,1.858236312866211
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/9/17,4.0,2.0,7.0,18.0,5.0,0.0,2017,9,17.0,16.381065,-0.6189346313476562
CHICAGO,1 1/9 bushel cartons,PIE TYPE,ILLINOIS,med,10/22/16,3.0,0.0,9.0,6.0,3.0,0.0,2016,10,17.0,19.90743,2.907430648803711
BALTIMORE,36 inch bins,HOWDEN TYPE,MARYLAND,med,10/8/16,1.0,7.0,4.0,8.0,3.0,0.0,2016,10,165.0,154.32288,-10.6771240234375
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,11/5/16,11.0,2.0,7.0,1.0,5.0,1.0,2016,11,20.0,19.28324,-0.7167606353759766
BOSTON,36 inch bins,HOWDEN TYPE,MICHIGAN,jbo,10/15/16,2.0,7.0,4.0,11.0,1.0,0.0,2016,10,175.0,175.92314,0.9231414794921875
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,lge,10/22/16,2.0,7.0,4.0,2.0,2.0,0.0,2016,10,165.0,166.1247,1.12469482421875
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,1/7/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,1,185.0,185.93645,0.9364471435546875
PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,9/16/17,10.0,7.0,4.0,18.0,2.0,0.0,2017,9,120.0,134.0702,14.070205688476562
LOS ANGELES,35 lb cartons,PIE TYPE,CALIFORNIA,,9/30/17,7.0,6.0,9.0,1.0,5.0,0.0,2017,9,30.0,31.858236,1.858236312866211
