City Name,Package,Variety,Origin,Item Size,Date,City Name,Package,Variety,Origin,Item Size,Color,year,month,真实价格,预测价格,误差(预测-真实)
CHICAGO,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,9/24/16,3.0,0.0,9.0,11.0,3.0,0.0,2016,9,17.0,18.622650952485223,1.6226509524852233
ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,9/29/16,12.0,5.0,5.0,6.0,6.0,2.0,2016,9,150.0,139.63864355481545,-10.361356445184555
COLUMBIA,36 inch bins,HOWDEN TYPE,NORTH CAROLINA,lge,10/29/16,4.0,7.0,4.0,16.0,2.0,0.0,2016,10,145.0,140.74640214263863,-4.25359785736137
NEW YORK,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,9/24/16,9.0,7.0,4.0,18.0,3.0,0.0,2016,9,185.0,160.38325584115697,-24.616744158843034
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/15/16,2.0,7.0,9.0,18.0,4.0,0.0,2016,10,202.5,209.1304143535784,6.630414353578402
SAN FRANCISCO,50 lb cartons,PIE TYPE,CALIFORNIA,,10/8/16,11.0,9.0,9.0,1.0,5.0,0.0,2016,10,33.0,45.800872197648104,12.800872197648104
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,med-lge,10/29/16,0.0,5.0,4.0,11.0,4.0,0.0,2016,10,152.375,147.06226987448505,-5.312730125514946
BOSTON,1 1/9 bushel cartons,PIE TYPE,MASSACHUSETTS,sml,10/8/16,2.0,0.0,9.0,9.0,5.0,0.0,2016,10,15.5,14.798748403517495,-0.7012515964825052
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/22/16,3.0,7.0,4.0,11.0,2.0,0.0,2016,10,130.0,133.0690597870722,3.069059787072206
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/29/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,10,30.0,31.47512285503707,1.4751228550370712
SAN FRANCISCO,35 lb cartons,PIE TYPE,CALIFORNIA,,9/9/17,11.0,6.0,9.0,1.0,5.0,0.0,2017,9,36.0,37.94259324825141,1.9425932482514128
COLUMBIA,24 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,10/8/16,4.0,5.0,9.0,18.0,4.0,0.0,2016,10,185.0,199.8767007564164,14.876700756416398
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,11/5/16,11.0,5.0,4.0,1.0,2.0,0.0,2016,11,120.0,148.98030623624024,28.98030623624024
CHICAGO,1 1/9 bushel cartons,PIE TYPE,OHIO,med,11/5/16,3.0,0.0,9.0,17.0,3.0,0.0,2016,11,22.5,18.844361797182422,-3.6556382028175776
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,exjbo,9/24/16,4.0,7.0,4.0,18.0,0.0,0.0,2016,9,200.0,181.10937407494123,-18.89062592505877
CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,10/1/16,3.0,2.0,7.0,17.0,5.0,2.0,2016,10,17.5,17.258203742220754,-0.24179625777924585
COLUMBIA,36 inch bins,HOWDEN TYPE,VIRGINIA,med,10/15/16,4.0,7.0,4.0,22.0,3.0,0.0,2016,10,140.0,140.61945394906448,0.6194539490644786
CHICAGO,bins,FAIRYTALE,ILLINOIS,xlge,9/16/17,3.0,11.0,3.0,6.0,6.0,0.0,2017,9,200.0,193.73998252860017,-6.260017471399834
BALTIMORE,1/2 bushel cartons,MINIATURE,OHIO,sml,10/29/16,1.0,2.0,7.0,17.0,5.0,2.0,2016,10,16.5,16.274404248579003,-0.22559575142099675
DALLAS,36 inch bins,HOWDEN TYPE,TEXAS,jbo,10/22/16,5.0,7.0,4.0,20.0,1.0,0.0,2016,10,160.0,161.44268786582847,1.442687865828475
SAN FRANCISCO,24 inch bins,HOWDEN TYPE,CALIFORNIA,med,11/5/16,11.0,5.0,4.0,1.0,3.0,0.0,2016,11,115.0,134.37091709544683,19.370917095446828
COLUMBIA,24 inch bins,MIXED HEIRLOOM VARIETIES,NORTH CAROLINA,med,9/24/16,4.0,5.0,8.0,16.0,3.0,0.0,2016,9,200.0,199.0945199973524,-0.9054800026476073
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,3/18/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,3,210.0,215.81534363663056,5.815343636630558
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,10/22/16,9.0,2.0,7.0,17.0,5.0,0.0,2016,10,16.5,18.968381546138723,2.4683815461387226
SAN FRANCISCO,36 inch bins,MIXED HEIRLOOM VARIETIES,CALIFORNIA,,9/23/17,11.0,7.0,8.0,1.0,5.0,0.0,2017,9,200.0,233.44868863888883,33.448688638888825
CHICAGO,36 inch bins,FAIRYTALE,ILLINOIS,med,10/8/16,3.0,7.0,3.0,6.0,3.0,0.0,2016,10,200.0,201.00894289643324,1.0089428964332399
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,sml,10/22/16,2.0,7.0,4.0,2.0,5.0,0.0,2016,10,145.0,154.7272631436479,9.727263143647889
CHICAGO,24 inch bins,PIE TYPE,ILLINOIS,med,12/3/16,3.0,5.0,9.0,6.0,3.0,0.0,2016,12,200.0,197.16937472415333,-2.8306252758466712
ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,9/26/16,12.0,7.0,4.0,6.0,2.0,0.0,2016,9,135.0,124.94561476406139,-10.05438523593861
BALTIMORE,1 1/9 bushel cartons,PIE TYPE,DELAWARE,med,9/23/17,1.0,0.0,9.0,4.0,3.0,0.0,2017,9,16.0,16.03032185551338,0.030321855513381735
BALTIMORE,24 inch bins,CINDERELLA,VIRGINIA,xlge,9/23/17,1.0,5.0,2.0,22.0,6.0,0.0,2017,9,200.0,222.67624552570464,22.676245525704644
ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,9/30/16,12.0,7.0,4.0,11.0,3.0,0.0,2016,9,115.0,128.97541900708453,13.975419007084525
BALTIMORE,1/2 bushel cartons,MINIATURE,VIRGINIA,sml,10/8/16,1.0,2.0,7.0,22.0,5.0,2.0,2016,10,17.0,19.625695251745,2.6256952517450003
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,9/16/17,9.0,2.0,7.0,17.0,5.0,2.0,2017,9,24.0,20.482624028814545,-3.517375971185455
CHICAGO,1/2 bushel cartons,MINIATURE,OHIO,sml,10/8/16,3.0,2.0,7.0,17.0,5.0,2.0,2016,10,17.5,17.258203742220754,-0.24179625777924585
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,9/23/17,4.0,7.0,4.0,18.0,3.0,0.0,2017,9,150.0,147.2757348039851,-2.7242651960148976
PHILADELPHIA,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/15/16,10.0,0.0,9.0,17.0,3.0,0.0,2016,10,13.0,17.561473160843416,4.561473160843416
COLUMBIA,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,9/30/17,4.0,0.0,9.0,11.0,3.0,0.0,2017,9,20.0,13.869921593299885,-6.130078406700115
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,sml,10/8/16,0.0,5.0,4.0,11.0,5.0,0.0,2016,10,150.0,144.37046492952445,-5.629535070475555
CHICAGO,24 inch bins,PIE TYPE,OHIO,med,10/15/16,3.0,5.0,9.0,17.0,3.0,0.0,2016,10,180.0,188.20379170472947,8.203791704729468
BOSTON,36 inch bins,HOWDEN TYPE,CANADA,lge,10/22/16,2.0,7.0,4.0,2.0,2.0,0.0,2016,10,170.0,165.528025681948,-4.471974318051991
ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,9/28/16,12.0,5.0,4.0,6.0,2.0,0.0,2016,9,105.0,114.31499972649452,9.31499972649452
PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med-lge,10/22/16,10.0,7.0,4.0,18.0,4.0,0.0,2016,10,135.0,124.53404221233782,-10.465957787662177
BOSTON,24 inch bins,CINDERELLA,MASSACHUSETTS,xlge,10/15/16,2.0,5.0,2.0,9.0,6.0,0.0,2016,10,272.5,279.5839070398797,7.083907039879705
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/1/16,3.0,7.0,4.0,11.0,2.0,0.0,2016,10,130.0,133.0690597870722,3.069059787072206
ST. LOUIS,1/2 bushel cartons,MINIATURE,ILLINOIS,,9/29/16,12.0,2.0,7.0,6.0,5.0,0.0,2016,9,12.875,11.456792642177868,-1.4182073578221317
PHILADELPHIA,1/2 bushel cartons,MINIATURE,OHIO,,9/23/17,10.0,2.0,7.0,17.0,5.0,0.0,2017,9,15.5,13.612240485224435,-1.8877595147755653
LOS ANGELES,24 inch bins,HOWDEN TYPE,CALIFORNIA,lge,10/29/16,7.0,5.0,4.0,1.0,2.0,0.0,2016,10,107.5,131.51978514669688,24.019785146696876
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/8/16,11.0,2.0,7.0,1.0,5.0,0.0,2016,10,21.0,20.65410473630579,-0.3458952636942101
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,CALIFORNIA,sml,10/8/16,11.0,7.0,4.0,1.0,5.0,0.0,2016,10,142.5,137.94468489211613,-4.555315107883871
CHICAGO,1/2 bushel cartons,MINIATURE,MICHIGAN,sml,9/30/17,3.0,2.0,7.0,11.0,5.0,0.0,2017,9,18.0,14.846602932301098,-3.1533970676989025
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,med-lge,10/29/16,2.0,7.0,9.0,9.0,4.0,0.0,2016,10,275.0,248.43419125100564,-26.565808748994357
BOSTON,24 inch bins,FAIRYTALE,MASSACHUSETTS,xlge,11/5/16,2.0,5.0,3.0,9.0,6.0,0.0,2016,11,272.5,273.3324995183453,0.832499518345287
BOSTON,36 inch bins,HOWDEN TYPE,MICHIGAN,jbo,9/23/17,2.0,7.0,4.0,11.0,1.0,0.0,2017,9,212.5,193.63449742691287,-18.865502573087127
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/8/16,4.0,2.0,7.0,18.0,5.0,0.0,2016,10,18.0,18.525751337963197,0.5257513379631966
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/22/16,11.0,2.0,7.0,1.0,5.0,0.0,2016,10,21.0,20.65410473630579,-0.3458952636942101
ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,9/26/16,12.0,5.0,4.0,6.0,6.0,0.0,2016,9,105.0,102.20709871848055,-2.7929012815194483
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,10/29/16,9.0,2.0,7.0,17.0,5.0,0.0,2016,10,15.5,18.968381546138723,3.4683815461387226
COLUMBIA,24 inch bins,CINDERELLA,PENNSYLVANIA,lge,10/22/16,4.0,5.0,2.0,18.0,2.0,0.0,2016,10,175.0,169.3546858022394,-5.645314197760598
PHILADELPHIA,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/29/16,10.0,0.0,9.0,17.0,3.0,0.0,2016,10,12.0,17.561473160843416,5.561473160843416
SAN FRANCISCO,bushel baskets,MINIATURE,CALIFORNIA,,10/29/16,11.0,12.0,7.0,1.0,5.0,0.0,2016,10,46.5,38.78759105278845,-7.71240894721155
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med,11/5/16,2.0,7.0,4.0,9.0,3.0,0.0,2016,11,192.5,175.88912105443012,-16.61087894556988
DALLAS,36 inch bins,HOWDEN TYPE,MEXICO,med-lge,9/16/17,5.0,7.0,4.0,10.0,4.0,0.0,2017,9,150.0,151.90501311049917,1.9050131104991692
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med,10/29/16,2.0,7.0,4.0,9.0,3.0,0.0,2016,10,192.5,200.33042940102285,7.830429401022855
DALLAS,24 inch bins,HOWDEN WHITE TYPE,TEXAS,jbo,10/1/16,5.0,5.0,5.0,20.0,1.0,2.0,2016,10,155.0,148.74181550821092,-6.2581844917890805
NEW YORK,24 inch bins,PIE TYPE,NEW JERSEY,med-lge,10/22/16,9.0,5.0,9.0,13.0,4.0,0.0,2016,10,125.0,130.17266523372584,5.172665233725837
SAN FRANCISCO,each,BIG MACK TYPE,CALIFORNIA,,10/29/16,11.0,14.0,0.0,1.0,5.0,0.0,2016,10,72.5,67.81959754938553,-4.680402450614466
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,xlge,10/15/16,0.0,5.0,4.0,11.0,6.0,0.0,2016,10,149.875,158.91945549437784,9.044455494377843
BALTIMORE,36 inch bins,HOWDEN TYPE,MARYLAND,lge,10/15/16,1.0,7.0,4.0,8.0,2.0,0.0,2016,10,155.0,148.78136170083275,-6.218638299167253
ATLANTA,24 inch bins,HOWDEN TYPE,MICHIGAN,jbo,10/22/16,0.0,5.0,4.0,11.0,1.0,0.0,2016,10,147.375,148.55755860802392,1.1825586080239248
CHICAGO,36 inch bins,FAIRYTALE,MEXICO,lge,6/17/17,3.0,7.0,3.0,10.0,2.0,0.0,2017,6,225.0,224.78929045040692,-0.21070954959307642
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med-lge,10/8/16,2.0,7.0,4.0,9.0,4.0,0.0,2016,10,202.5,203.19627116605668,0.6962711660566754
DALLAS,24 inch bins,PIE TYPE,NEW MEXICO,med,10/15/16,5.0,5.0,9.0,14.0,3.0,0.0,2016,10,100.0,141.4784792133231,41.47847921332311
NEW YORK,1/2 bushel cartons,MINIATURE,OHIO,sml,11/5/16,9.0,2.0,7.0,17.0,5.0,0.0,2016,11,15.5,18.06666623942033,2.5666662394203286
CHICAGO,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/1/16,3.0,0.0,9.0,17.0,3.0,0.0,2016,10,17.5,19.746077103900816,2.2460771039008165
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,xlge,10/8/16,2.0,7.0,4.0,9.0,6.0,0.0,2016,10,202.5,200.26697801966552,-2.2330219803344846
DALLAS,24 inch bins,MIXED HEIRLOOM VARIETIES,TEXAS,med,10/1/16,5.0,5.0,8.0,20.0,3.0,0.0,2016,10,150.0,148.90594191290344,-1.0940580870965562
BALTIMORE,1/2 bushel cartons,MINIATURE,OHIO,sml,10/22/16,1.0,2.0,7.0,17.0,5.0,2.0,2016,10,16.5,16.274404248579003,-0.22559575142099675
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,9/24/16,2.0,2.0,7.0,9.0,5.0,0.0,2016,9,16.5,16.59813948102366,0.09813948102366155
COLUMBIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,10/1/16,4.0,7.0,4.0,18.0,6.0,0.0,2016,10,150.0,141.46233878000692,-8.537661219993083
DALLAS,36 inch bins,HOWDEN TYPE,MEXICO,med-lge,9/30/17,5.0,7.0,4.0,10.0,4.0,0.0,2017,9,150.0,151.90501311049917,1.9050131104991692
NEW YORK,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,9/30/17,9.0,7.0,4.0,18.0,6.0,0.0,2017,9,160.0,166.99847545853643,6.998475458536433
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,10/15/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,10,32.5,31.47512285503707,-1.0248771449629288
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/29/16,2.0,2.0,7.0,9.0,5.0,2.0,2016,10,16.5,16.070709670975294,-0.4292903290247061
BALTIMORE,1/2 bushel cartons,MINIATURE,VIRGINIA,sml,10/22/16,1.0,2.0,7.0,22.0,5.0,2.0,2016,10,17.0,19.625695251745,2.6256952517450003
SAN FRANCISCO,24 inch bins,MIXED HEIRLOOM VARIETIES,CALIFORNIA,,10/1/16,11.0,5.0,8.0,1.0,5.0,0.0,2016,10,167.5,173.52180226410786,6.021802264107862
BOSTON,36 inch bins,BIG MACK TYPE,MASSACHUSETTS,sml,9/30/17,2.0,7.0,0.0,9.0,5.0,0.0,2017,9,187.5,174.44854162160206,-13.051458378397939
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,sml,9/24/16,2.0,7.0,4.0,9.0,5.0,0.0,2016,9,202.5,197.00381986315432,-5.49618013684568
CHICAGO,24 inch bins,PIE TYPE,ILLINOIS,med,10/15/16,3.0,5.0,9.0,6.0,3.0,0.0,2016,10,210.0,198.85853159468837,-11.141468405311628
SAN FRANCISCO,bushel baskets,MINIATURE,CALIFORNIA,,9/23/17,11.0,12.0,7.0,1.0,5.0,0.0,2017,9,51.5,55.4025165801056,3.9025165801055977
BOSTON,24 inch bins,PIE TYPE,MICHIGAN,sml,10/15/16,2.0,5.0,9.0,11.0,5.0,0.0,2016,10,195.0,203.08273511226878,8.082735112268779
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,xlge,11/5/16,2.0,7.0,4.0,9.0,6.0,0.0,2016,11,197.5,182.29342907818383,-15.206570921816166
DALLAS,36 inch bins,FAIRYTALE,TEXAS,jbo,10/15/16,5.0,7.0,3.0,20.0,1.0,0.0,2016,10,160.0,180.3379801543045,20.33798015430449
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med,10/22/16,2.0,7.0,4.0,9.0,3.0,0.0,2016,10,202.5,200.33042940102285,-2.1695705989771454
LOS ANGELES,24 inch bins,FAIRYTALE,CALIFORNIA,,10/22/16,7.0,5.0,3.0,1.0,5.0,0.0,2016,10,0.24,12.19957684577006,11.95957684577006
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/23/17,4.0,2.0,7.0,18.0,5.0,2.0,2017,9,15.0,21.47812748615868,6.47812748615868
COLUMBIA,24 inch bins,HOWDEN WHITE TYPE,VIRGINIA,sml,9/16/17,4.0,5.0,5.0,22.0,5.0,2.0,2017,9,200.0,199.95362545392138,-0.046374546078624235
PHILADELPHIA,1 1/9 bushel cartons,PIE TYPE,MICHIGAN,med,8/26/17,10.0,0.0,9.0,11.0,3.0,0.0,2017,8,19.0,20.695049922300477,1.695049922300477
CHICAGO,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/29/16,3.0,0.0,9.0,17.0,3.0,0.0,2016,10,22.5,19.746077103900816,-2.7539228960991835
ATLANTA,24 inch bins,PIE TYPE,NORTH CAROLINA,sml,10/1/16,0.0,5.0,9.0,16.0,5.0,0.0,2016,10,135.0,138.62003722304814,3.6200372230481435
BOSTON,36 inch bins,PIE TYPE,MICHIGAN,med-lge,10/8/16,2.0,7.0,9.0,11.0,4.0,0.0,2016,10,265.0,259.81224774896293,-5.187752251037068
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/8/16,3.0,7.0,4.0,11.0,2.0,0.0,2016,10,130.0,133.0690597870722,3.069059787072206
BOSTON,24 inch bins,KNUCKLE HEAD,MASSACHUSETTS,xlge,10/29/16,2.0,5.0,6.0,9.0,6.0,0.0,2016,10,272.5,272.77013056930934,0.27013056930934454
CHICAGO,36 inch bins,HOWDEN WHITE TYPE,ILLINOIS,lge,9/24/16,3.0,7.0,5.0,6.0,2.0,2.0,2016,9,150.0,154.39790693282995,4.3979069328299545
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,sml,10/15/16,4.0,2.0,7.0,18.0,5.0,0.0,2016,10,18.0,18.525751337963197,0.5257513379631966
SAN FRANCISCO,40 lb cartons,MINIATURE,CALIFORNIA,,11/5/16,11.0,8.0,7.0,1.0,5.0,0.0,2016,11,30.0,26.56858863043957,-3.431411369560429
BALTIMORE,24 inch bins,HOWDEN TYPE,VIRGINIA,med,9/24/16,1.0,5.0,4.0,22.0,3.0,0.0,2016,9,160.0,149.17415196647417,-10.82584803352583
COLUMBIA,24 inch bins,MIXED HEIRLOOM VARIETIES,NORTH CAROLINA,med,10/15/16,4.0,5.0,8.0,16.0,3.0,0.0,2016,10,200.0,197.7678054895202,-2.2321945104797862
ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,9/27/16,12.0,5.0,5.0,6.0,6.0,2.0,2016,9,150.0,139.63864355481545,-10.361356445184555
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,med-lge,11/5/16,2.0,7.0,9.0,18.0,4.0,0.0,2016,11,190.0,200.89471828344776,10.894718283447759
BOSTON,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,10/29/16,2.0,7.0,4.0,11.0,6.0,0.0,2016,10,165.0,167.49090858942031,2.4909085894203145
BALTIMORE,24 inch bins,HOWDEN TYPE,MARYLAND,lge,11/12/16,1.0,5.0,4.0,8.0,2.0,0.0,2016,11,95.0,112.03817457908664,17.038174579086643
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med-lge,9/24/16,2.0,7.0,4.0,9.0,4.0,0.0,2016,9,202.5,200.35294286353002,-2.147057136469982
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,11/5/16,2.0,2.0,7.0,9.0,5.0,2.0,2016,11,16.5,16.226386478304843,-0.2736135216951574
SAN FRANCISCO,36 inch bins,HOWDEN TYPE,CALIFORNIA,xlge,9/23/17,11.0,7.0,4.0,1.0,6.0,0.0,2017,9,175.0,163.52915895634254,-11.470841043657458
BALTIMORE,24 inch bins,CINDERELLA,MARYLAND,jbo,9/23/17,1.0,5.0,2.0,8.0,1.0,0.0,2017,9,340.0,270.3705116038524,-69.62948839614762
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/22/16,2.0,2.0,7.0,9.0,5.0,2.0,2016,10,16.5,16.070709670975294,-0.4292903290247061
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,med,10/1/16,2.0,7.0,4.0,9.0,3.0,0.0,2016,10,202.5,200.33042940102285,-2.1695705989771454
COLUMBIA,24 inch bins,BLUE TYPE,NORTH CAROLINA,med,10/1/16,4.0,5.0,1.0,16.0,3.0,0.0,2016,10,200.0,192.83978421991853,-7.160215780081472
BALTIMORE,1/2 bushel cartons,MINIATURE,MARYLAND,sml,10/22/16,1.0,2.0,7.0,8.0,5.0,2.0,2016,10,15.0,15.316273529085894,0.316273529085894
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/15/16,11.0,2.0,7.0,1.0,5.0,0.0,2016,10,21.0,20.65410473630579,-0.3458952636942101
DALLAS,24 inch bins,FAIRYTALE,TEXAS,lge,9/30/17,5.0,5.0,3.0,20.0,2.0,0.0,2017,9,225.0,201.17700205040467,-23.822997949595333
LOS ANGELES,24 inch bins,FAIRYTALE,CALIFORNIA,,10/15/16,7.0,5.0,3.0,1.0,5.0,0.0,2016,10,0.24,12.19957684577006,11.95957684577006
BOSTON,36 inch bins,PIE TYPE,MASSACHUSETTS,sml,10/15/16,2.0,7.0,9.0,9.0,5.0,0.0,2016,10,210.0,235.29967078461607,25.29967078461607
COLUMBIA,24 inch bins,CINDERELLA,NORTH CAROLINA,med,10/1/16,4.0,5.0,2.0,16.0,3.0,0.0,2016,10,170.0,172.13483809923585,2.13483809923585
PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,9/24/16,10.0,7.0,4.0,18.0,2.0,0.0,2016,9,155.0,136.69485687882016,-18.30514312117984
SAN FRANCISCO,35 lb cartons,MINIATURE,CALIFORNIA,,9/30/17,11.0,6.0,7.0,1.0,5.0,1.0,2017,9,24.0,17.051989293332863,-6.948010706667137
PHILADELPHIA,36 inch bins,HOWDEN TYPE,NEW YORK,med,9/24/16,10.0,7.0,4.0,15.0,3.0,0.0,2016,9,150.0,142.73627347989856,-7.263726520101443
CHICAGO,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,10/29/16,3.0,7.0,4.0,11.0,2.0,0.0,2016,10,130.0,133.0690597870722,3.069059787072206
SAN FRANCISCO,1/2 bushel cartons,MINIATURE,CALIFORNIA,,10/29/16,11.0,2.0,7.0,1.0,5.0,2.0,2016,10,20.0,18.42496559483845,-1.5750344051615492
ST. LOUIS,1/2 bushel cartons,MINIATURE,ILLINOIS,,9/27/16,12.0,2.0,7.0,6.0,5.0,0.0,2016,9,13.75,11.456792642177868,-2.2932073578221317
CHICAGO,bins,FAIRYTALE,ILLINOIS,xlge,8/26/17,3.0,11.0,3.0,6.0,6.0,0.0,2017,8,200.0,193.7293852127604,-6.2706147872395945
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,10/1/16,2.0,7.0,9.0,18.0,5.0,0.0,2016,10,202.5,205.96106510255208,3.4610651025520838
PHILADELPHIA,1 1/9 bushel cartons,PIE TYPE,OHIO,med,10/22/16,10.0,0.0,9.0,17.0,3.0,0.0,2016,10,12.0,17.561473160843416,5.561473160843416
BOSTON,24 inch bins,FAIRYTALE,MASSACHUSETTS,xlge,11/5/16,2.0,5.0,3.0,9.0,6.0,2.0,2016,11,272.5,265.49855011387206,-7.0014498861279435
DALLAS,24 inch bins,,TEXAS,lge,9/23/17,5.0,5.0,4.0,20.0,2.0,0.0,2017,9,192.5,171.64796826959451,-20.852031730405486
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,jbo,10/29/16,2.0,7.0,4.0,9.0,1.0,0.0,2016,10,202.5,210.46552055666788,7.965520556667883
BOSTON,36 inch bins,PIE TYPE,PENNSYLVANIA,sml,10/8/16,2.0,7.0,9.0,18.0,5.0,0.0,2016,10,202.5,205.96106510255208,3.4610651025520838
COLUMBIA,24 inch bins,KNUCKLE HEAD,PENNSYLVANIA,med,10/22/16,4.0,5.0,6.0,18.0,3.0,0.0,2016,10,125.0,139.62487070202423,14.624870702024225
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,sml,10/29/16,2.0,7.0,4.0,9.0,5.0,0.0,2016,10,187.5,200.33954840081884,12.839548400818842
BOSTON,36 inch bins,HOWDEN TYPE,MASSACHUSETTS,sml,10/15/16,2.0,7.0,4.0,9.0,5.0,0.0,2016,10,202.5,200.33954840081884,-2.160451599181158
ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,9/29/16,12.0,7.0,4.0,11.0,2.0,0.0,2016,9,125.0,128.09982980444067,3.099829804440674
COLUMBIA,1/2 bushel cartons,MINIATURE,PENNSYLVANIA,,9/30/17,4.0,2.0,7.0,18.0,5.0,0.0,2017,9,15.0,16.057700380942315,1.0577003809423147
DALLAS,24 inch bins,HOWDEN TYPE,TEXAS,jbo,9/23/17,5.0,5.0,4.0,20.0,1.0,0.0,2017,9,170.0,172.05540894870018,2.055408948700176
BOSTON,24 inch bins,PIE TYPE,PENNSYLVANIA,med,11/26/16,2.0,5.0,9.0,18.0,3.0,0.0,2016,11,142.5,149.12405011697683,6.624050116976832
BOSTON,1/2 bushel cartons,MINIATURE,MASSACHUSETTS,sml,10/8/16,2.0,2.0,7.0,9.0,5.0,0.0,2016,10,16.5,16.64640650167689,0.14640650167688918
CHICAGO,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,12/3/16,3.0,7.0,4.0,6.0,2.0,0.0,2016,12,125.0,116.80346188382286,-8.196538116177138
ST. LOUIS,1/2 bushel cartons,MINIATURE,CANADA,,9/26/16,12.0,2.0,7.0,2.0,5.0,2.0,2016,9,15.0,15.277231215319716,0.2772312153197163
BOSTON,24 inch bins,FAIRYTALE,MASSACHUSETTS,xlge,10/8/16,2.0,5.0,3.0,9.0,6.0,0.0,2016,10,272.5,280.2913103911232,7.791310391123204
NEW YORK,each,BIG MACK TYPE,NEW JERSEY,exjbo,9/24/16,9.0,14.0,0.0,13.0,0.0,0.0,2016,9,77.5,89.1607496528072,11.660749652807198
